,Nutrition,School attendance,Schooling,Electricity,Drinking water,Sanitation,Housing,Cooking fuel,Assets
Nutrition,0.0,0.11635267636032827,0.04993227120270125,0.12303888983362603,0.04913211773557281,0.09116937022116531,0.05456696944898335,0.08715293879157408,0.1310886540891768
School attendance,0.06599420590560127,0.0,0.07867938427414407,0.1112906031779499,0.0731665897160984,0.0829092990480787,0.04558813084218012,0.06163337160203807,0.14376953731488187
Schooling,0.07174238134600935,0.19930857772130972,0.0,0.2560697765062469,0.23300091861602584,0.2140506744349441,0.15592520656204711,0.2302289245419591,0.3673155953768754
Electricity,0.0643731322760007,0.10265764659452085,0.09324511581458052,0.0,0.14849650510194567,0.10094606306934187,0.09236630713500733,0.11301687795090673,0.35076077348268364
Drinking water,0.018996498775042572,0.04987598241800883,0.06270053490999518,0.1097392720315711,0.0,0.06904252052048195,0.06343953204970894,0.08450501750440598,0.12475007085675396
Sanitation,0.20308141803760185,0.32560798438261884,0.3318511794785727,0.4297821565290273,0.3977679527262911,0.0,0.23873068919231258,0.26995429540969546,0.5756589125913439
Housing,0.11024384556168815,0.16238536116129812,0.2192534218855042,0.3566776219063328,0.33149456339802114,0.21652674079951206,0.0,0.21033897226537931,0.3368413669488851
Cooking fuel,0.09607297987828767,0.11978590581896481,0.17663820494367882,0.23812242322992141,0.2409315314838115,0.1335943942186928,0.11476631926124,0.0,0.2950898773664206
Assets,0.11274662856910536,0.21800974388547542,0.219878800999782,0.5766167328445215,0.2775052351589559,0.22227082433610523,0.14339676744422125,0.23023616690739646,0.0
